25.5,46.8
25.5,47.9
25.6,49.0
25.6,50.0
25.6,51.0
25.7,52.2
25.7,53.4
25.8,54.6
25.8,55.7
25.8,56.8
25.9,58.2
25.9,59.5
26.0,60.8
26.0,61.8
26.0,62.9
26.1,64.3
26.1,65.9
26.2,67.5
26.2,68.7
26.2,69.8
26.3,70.9
26.3,72.1
26.4,73.3
26.4,74.5
26.4,75.5
26.5,76.7
26.5,77.5
26.6,78.5
26.6,79.4
26.6,80.3
26.7,81.0
26.7,81.8
26.8,82.5
26.8,83.1
26.8,83.5
26.9,83.9
26.9,84.2
27.0,84.5
27.0,84.9
27.0,85.1
27.1,85.2
27.1,85.2
27.2,85.0
27.2,84.4
27.2,83.5
27.3,82.4
27.3,81.0
27.4,79.5
27.4,77.9
27.4,76.6
27.5,75.3
27.5,74.3
27.6,73.5
27.6,72.5
27.6,71.3
27.7,69.9
27.7,68.6
27.8,67.7
27.8,66.8
27.8,65.8
27.9,64.5
27.9,63.2
28.0,61.9
28.0,60.8
28.0,59.9
28.1,59.2
28.1,58.3
28.2,57.2
28.2,56.0
28.2,54.7
28.3,53.4
28.3,52.3
28.4,51.4
28.4,50.4
28.4,49.2
28.5,48.0
28.5,47.0
28.6,46.1
28.6,45.2
28.6,44.3
28.7,43.2
28.7,42.0
28.8,40.8
28.8,39.6
28.8,38.6
28.9,37.8
28.9,37.2
29.0,36.7
29.0,36.1
29.0,35.4
29.1,34.5
29.1,33.4
29.2,32.5
29.2,31.7
29.2,31.2
29.3,30.8
29.3,30.4
29.4,29.8
29.4,28.9
29.4,28.0
29.5,27.1
29.5,26.3
29.6,25.4
29.6,24.6
29.6,23.7
29.7,22.8
29.7,21.9
29.8,21.1
29.8,20.3
29.8,19.5
29.9,18.8
29.9,18.1
30.0,17.4
